loc,v(g),ev(g),iv(g),l,d,i,b,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
22.0,3.0,1.0,1.0,0.09,11.38,16.01,0.06,18,0,1,0,13.0,8.0,28.0,15.0,5.0,False
19.0,1.0,1.0,1.0,0.11,8.8,21.3,0.06,11,0,5,0,7.0,5.0,31.0,16.0,1.0,False
32.0,4.0,1.0,4.0,0.04,24.42,24.4,0.23,28,0,1,0,19.0,19.0,66.0,61.0,7.0,False
11.0,2.0,1.0,2.0,0.11,8.89,18.78,0.06,7,0,2,0,11.0,9.0,23.0,15.0,3.0,False
8.0,2.0,1.0,2.0,0.3,3.33,19.72,0.02,5,0,1,0,5.0,6.0,11.0,8.0,3.0,False
76.0,7.0,5.0,3.0,0.03,34.0,42.38,0.48,41,12,14,0,22.0,32.0,148.0,96.0,13.0,False
5.0,1.0,1.0,1.0,0.42,2.4,17.17,0.01,3,0,0,0,4.0,5.0,7.0,6.0,1.0,False
6.0,2.0,1.0,2.0,0.27,3.75,10.63,0.01,3,0,0,0,6.0,4.0,7.0,5.0,3.0,False
11.0,2.0,1.0,1.0,0.18,5.71,18.12,0.03,7,0,2,0,8.0,7.0,15.0,10.0,3.0,False
61.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
26.0,3.0,3.0,3.0,0.03,30.0,11.65,0.11,28,0,3,0,11.0,6.0,52.0,30.0,5.0,False
47.0,4.0,4.0,3.0,0.07,14.62,45.59,0.24,36,0,7,0,16.0,26.0,90.0,48.0,7.0,False
12.0,3.0,1.0,2.0,0.14,7.0,15.63,0.04,8,1,1,0,6.0,6.0,17.0,14.0,5.0,False
37.0,4.0,1.0,4.0,0.08,12.0,41.97,0.17,28,5,5,0,15.0,22.0,62.0,34.0,7.0,False
60.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
111.0,18.0,1.0,8.0,0.07,14.61,118.6,0.48,88,15,6,0,16.0,58.0,140.0,119.0,35.0,False
32.0,10.0,9.0,1.0,0.06,16.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
45.0,5.0,1.0,4.0,0.08,12.63,67.13,0.28,35,0,8,0,12.0,41.0,81.0,74.0,9.0,False
28.0,4.0,1.0,2.0,0.06,17.88,25.51,0.16,22,0,4,0,18.0,16.0,59.0,32.0,7.0,False
14.0,2.0,1.0,2.0,0.11,9.23,25.72,0.08,12,0,0,0,11.0,13.0,30.0,22.0,3.0,False
45.0,6.0,1.0,4.0,0.05,18.96,26.61,0.17,35,7,3,0,21.0,26.0,56.0,43.0,8.0,False
167.0,28.0,16.0,8.0,0.03,38.42,135.04,1.57,120,16,13,1,27.0,89.0,395.0,321.0,55.0,False
11.0,2.0,1.0,2.0,0.4,2.5,13.95,0.01,8,0,0,0,5.0,4.0,7.0,4.0,3.0,False
25.0,1.0,1.0,1.0,0.21,4.71,42.17,0.07,9,7,2,0,7.0,14.0,24.0,22.0,1.0,False
26.0,5.0,4.0,4.0,0.07,14.61,29.26,0.14,20,0,2,0,15.0,19.0,47.0,37.0,9.0,False
19.0,2.0,1.0,2.0,0.14,7.33,36.99,0.09,14,0,1,0,12.0,18.0,30.0,25.0,3.0,False
12.0,1.0,1.0,1.0,0.23,4.27,42.58,0.06,9,0,1,0,7.0,14.0,23.0,18.0,1.0,False
6.0,2.0,1.0,1.0,0.17,6.0,10.88,0.02,3,0,1,0,9.0,3.0,13.0,6.0,3.0,False
29.0,5.0,1.0,4.0,0.04,25.38,15.48,0.13,21,0,6,0,17.0,9.0,47.0,29.0,9.0,False
25.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
18.0,4.0,1.0,2.0,0.16,6.11,23.79,0.05,13,1,3,0,10.0,9.0,27.0,14.0,7.0,False
4.0,3.0,3.0,2.0,0.22,4.5,15.63,0.02,2,0,0,0,9.0,6.0,9.0,7.0,5.0,False
20.0,2.0,1.0,2.0,0.08,13.33,29.48,0.13,14,0,4,0,15.0,18.0,47.0,33.0,3.0,False
10.0,3.0,1.0,1.0,0.16,6.3,10.81,0.02,7,0,1,0,7.0,5.0,10.0,9.0,5.0,False
31.0,4.0,1.0,2.0,0.13,8.0,38.44,0.1,24,1,3,0,8.0,16.0,37.0,28.0,7.0,False
32.0,4.0,4.0,3.0,0.06,15.55,20.53,0.12,21,5,3,0,15.0,11.0,45.0,27.0,7.0,False
10.0,2.0,1.0,1.0,0.17,5.83,15.63,0.03,7,0,1,0,9.0,6.0,15.0,7.0,3.0,False
23.0,4.0,1.0,2.0,0.04,28.8,16.78,0.16,16,0,5,0,14.0,10.0,59.0,38.0,7.0,False
16.0,3.0,1.0,3.0,0.11,9.0,11.07,0.04,13,0,1,0,7.0,4.0,17.0,12.0,5.0,False
14.0,4.0,4.0,2.0,0.06,17.68,25.86,0.13,10,0,2,0,15.0,17.0,44.0,37.0,7.0,False
21.0,6.0,1.0,4.0,0.06,17.5,20.98,0.11,16,0,3,0,16.0,12.0,44.0,28.0,11.0,False
9.0,1.0,1.0,1.0,0.4,2.5,6.2,0.01,6,0,1,0,5.0,1.0,5.0,1.0,1.0,False
26.0,3.0,1.0,3.0,0.06,17.42,21.25,0.12,21,0,3,0,18.0,12.0,46.0,27.0,5.0,False
18.0,3.0,1.0,3.0,0.12,8.75,36.89,0.11,13,0,1,0,11.0,20.0,32.0,34.0,5.0,False
24.0,1.0,1.0,1.0,0.05,21.88,33.7,0.23,18,0,5,0,14.0,18.0,90.0,56.0,1.0,False
54.0,8.0,1.0,5.0,0.04,26.21,26.88,0.24,40,0,13,0,19.0,21.0,80.0,56.0,15.0,False
4.0,1.0,1.0,1.0,0.4,2.5,12.68,0.01,4,0,0,0,5.0,4.0,6.0,4.0,1.0,False
37.0,9.0,6.0,3.0,0.03,35.71,22.06,0.25,29,4,3,0,23.0,19.0,91.0,45.0,17.0,False
75.0,14.0,4.0,12.0,0.07,13.16,59.16,0.28,67,4,2,0,15.0,31.0,91.0,59.0,27.0,False
19.0,3.0,1.0,3.0,0.1,10.0,24.95,0.08,14,0,3,0,13.0,12.0,33.0,20.0,5.0,False
9.0,1.0,1.0,1.0,0.13,8.0,9.22,0.02,4,0,2,0,8.0,4.0,12.0,8.0,1.0,False
90.0,11.0,9.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
9.0,1.0,1.0,1.0,0.14,7.2,11.31,0.03,5,0,2,0,8.0,4.0,15.0,7.0,1.0,False
78.0,9.0,4.0,7.0,0.05,19.26,52.31,0.33,53,7,22,0,19.0,33.0,104.0,70.0,17.0,False
10.0,2.0,1.0,1.0,0.16,6.29,15.26,0.03,7,0,1,0,8.0,7.0,13.0,11.0,3.0,False
8.0,3.0,1.0,2.0,0.17,6.0,11.39,0.02,6,0,0,0,9.0,5.0,13.0,6.0,5.0,False
15.0,1.0,1.0,1.0,0.13,8.0,11.1,0.03,7,0,4,0,10.0,5.0,18.0,8.0,1.0,False
51.0,5.0,4.0,4.0,0.04,26.27,30.18,0.29,46,0,3,0,17.0,23.0,96.0,68.0,9.0,False
9.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
22.0,5.0,4.0,2.0,0.07,15.0,13.45,0.07,15,0,3,0,16.0,8.0,27.0,15.0,9.0,False
8.0,2.0,1.0,1.0,0.17,5.83,13.71,0.03,5,0,1,0,10.0,5.0,14.0,7.0,3.0,False
21.0,3.0,3.0,2.0,0.1,10.5,21.34,0.07,13,2,4,0,13.0,13.0,27.0,21.0,5.0,False
21.0,2.0,1.0,2.0,0.14,7.13,29.59,0.07,14,0,5,0,9.0,12.0,28.0,19.0,3.0,False
24.0,6.0,1.0,3.0,0.12,8.25,23.96,0.07,18,0,4,0,11.0,10.0,29.0,15.0,11.0,False
185.0,37.0,39.0,33.0,0.02,54.49,103.66,1.99,145,13,8,0,27.0,71.0,691.0,392.0,73.0,False
26.0,8.0,8.0,1.0,0.04,24.28,13.17,0.12,18,0,6,0,14.0,9.0,52.0,29.0,15.0,False
16.0,1.0,1.0,1.0,0.06,16.0,11.07,0.06,11,0,3,0,8.0,5.0,31.0,24.0,1.0,False
7.0,2.0,1.0,1.0,0.2,5.0,18.17,0.03,5,0,0,0,7.0,7.0,10.0,10.0,3.0,False
35.0,1.0,1.0,1.0,0.11,9.0,50.21,0.15,20,0,6,0,11.0,19.0,51.0,38.0,1.0,False
31.0,3.0,1.0,3.0,0.06,16.8,22.21,0.11,24,0,5,0,13.0,10.0,52.0,22.0,4.0,False
13.0,2.0,1.0,2.0,0.14,7.33,26.82,0.07,9,0,2,0,10.0,12.0,29.0,16.0,3.0,False
22.0,2.0,1.0,2.0,0.1,9.71,32.68,0.11,16,0,4,0,11.0,17.0,36.0,30.0,3.0,False
22.0,2.0,1.0,2.0,0.15,6.68,38.62,0.09,13,2,4,0,9.0,14.0,29.0,26.0,3.0,False
11.0,3.0,1.0,2.0,0.28,3.6,16.73,0.02,9,0,0,0,6.0,5.0,11.0,6.0,5.0,False
11.0,2.0,1.0,2.0,0.11,9.0,21.8,0.07,8,0,1,0,10.0,10.0,30.0,16.0,3.0,False
13.0,1.0,1.0,1.0,0.26,3.85,38.07,0.04,8,0,2,0,7.0,10.0,18.0,12.0,1.0,False
38.0,6.0,4.0,2.0,0.05,20.12,30.29,0.18,34,0,3,0,14.0,16.0,68.0,48.0,11.0,False
19.0,2.0,1.0,2.0,0.16,6.34,41.9,0.09,14,0,3,0,10.0,17.0,30.0,25.0,3.0,False
17.0,4.0,1.0,3.0,0.16,6.43,15.78,0.04,13,0,0,0,10.0,7.0,19.0,9.0,7.0,False
24.0,2.0,1.0,2.0,0.08,12.5,22.08,0.09,19,0,5,0,11.0,12.0,40.0,25.0,3.0,False
45.0,5.0,1.0,4.0,0.08,11.31,48.95,0.18,31,4,6,0,14.0,26.0,55.0,51.0,9.0,False
17.0,2.0,1.0,2.0,0.14,7.33,15.47,0.04,12,0,3,0,11.0,6.0,17.0,11.0,3.0,False
29.0,4.0,1.0,1.0,0.05,20.0,19.87,0.13,22,0,5,0,15.0,11.0,50.0,30.0,7.0,False
8.0,1.0,1.0,1.0,0.4,2.5,25.78,0.03,4,0,1,0,5.0,9.0,12.0,10.0,1.0,False
17.0,3.0,1.0,3.0,0.11,9.35,26.76,0.08,13,0,2,0,11.0,13.0,27.0,23.0,5.0,False
8.0,1.0,1.0,1.0,0.3,3.33,19.72,0.02,5,1,0,0,6.0,6.0,11.0,7.0,1.0,False
45.0,7.0,3.0,3.0,0.06,17.5,29.39,0.17,35,2,9,2,14.0,15.0,69.0,38.0,13.0,False
15.0,2.0,1.0,2.0,0.14,7.14,13.73,0.03,8,3,1,0,10.0,7.0,14.0,10.0,3.0,False
41.0,4.0,1.0,3.0,0.05,19.79,37.33,0.25,30,0,5,0,21.0,26.0,84.0,49.0,7.0,False
6.0,1.0,1.0,1.0,0.28,3.6,12.18,0.02,3,0,1,0,6.0,4.0,10.0,6.0,1.0,False
5.0,1.0,1.0,1.0,0.33,3.0,15.5,0.02,3,0,0,0,6.0,5.0,8.0,6.0,1.0,False
5.0,1.0,1.0,1.0,0.29,3.5,17.41,0.02,3,0,0,0,6.0,6.0,10.0,7.0,1.0,False
10.0,3.0,1.0,1.0,0.13,8.0,10.24,0.03,7,0,1,0,10.0,5.0,13.0,9.0,5.0,False
42.0,7.0,5.0,3.0,0.03,38.16,39.19,0.56,37,0,3,0,23.0,31.0,184.0,139.0,13.0,False
9.0,2.0,1.0,2.0,0.17,6.0,16.46,0.03,6,0,1,0,7.0,7.0,13.0,12.0,3.0,False
12.0,2.0,1.0,1.0,0.25,4.0,26.65,0.04,10,0,0,0,6.0,7.0,15.0,14.0,3.0,False
13.0,1.0,1.0,1.0,0.11,9.0,27.6,0.09,9,0,2,0,9.0,11.0,38.0,22.0,1.0,False
51.0,5.0,1.0,4.0,0.1,10.39,40.03,0.18,37,4,9,0,12.0,26.0,51.0,51.0,9.0,False
14.0,2.0,1.0,2.0,0.14,7.38,24.78,0.05,11,0,1,0,10.0,13.0,19.0,16.0,3.0,False
18.0,4.0,3.0,2.0,0.09,10.8,15.74,0.05,15,0,1,0,16.0,10.0,19.0,14.0,7.0,False
70.0,43.0,22.0,1.0,0.03,29.17,43.7,0.44,58,1,5,0,27.0,35.0,125.0,87.0,45.0,False
10.0,1.0,1.0,1.0,0.4,2.5,12.0,0.01,5,1,3,0,5.0,3.0,7.0,3.0,1.0,False
36.0,14.0,11.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,False
35.0,6.0,5.0,2.0,0.04,23.57,24.58,0.2,28,0,5,0,21.0,19.0,69.0,45.0,11.0,False
7.0,1.0,1.0,1.0,0.29,3.5,17.41,0.02,4,0,1,0,6.0,6.0,10.0,7.0,1.0,False
51.0,9.0,8.0,6.0,0.05,20.79,29.58,0.21,41,0,5,1,15.0,19.0,71.0,48.0,17.0,False
40.0,6.0,1.0,3.0,0.06,15.94,41.12,0.22,33,0,5,0,15.0,25.0,73.0,51.0,11.0,False
109.0,22.0,4.0,12.0,0.02,49.71,44.86,0.84,94,7,11,0,21.0,31.0,239.0,143.0,43.0,False
18.0,2.0,1.0,2.0,0.08,11.79,22.11,0.08,12,0,4,0,15.0,11.0,42.0,20.0,3.0,False
26.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
33.0,5.0,4.0,1.0,0.04,22.1,22.98,0.18,27,0,4,0,17.0,17.0,65.0,39.0,9.0,False
12.0,2.0,1.0,2.0,0.13,7.56,18.25,0.05,9,0,1,0,11.0,8.0,18.0,14.0,3.0,False
13.0,1.0,1.0,1.0,0.23,4.36,27.15,0.04,10,0,1,0,8.0,11.0,16.0,12.0,1.0,False
5.0,1.0,1.0,1.0,0.11,9.33,5.43,0.02,3,0,0,0,7.0,2.0,7.0,8.0,1.0,False
15.0,2.0,1.0,2.0,0.1,9.75,16.21,0.05,11,0,2,0,13.0,8.0,23.0,15.0,3.0,False
25.0,3.0,1.0,3.0,0.16,6.11,30.9,0.06,13,4,5,0,10.0,14.0,27.0,16.0,5.0,False
45.0,9.0,4.0,7.0,0.04,26.0,27.63,0.23,30,1,8,0,17.0,17.0,82.0,48.0,17.0,False
13.0,3.0,1.0,3.0,0.14,7.2,30.98,0.07,10,0,1,0,9.0,10.0,29.0,16.0,5.0,False
93.0,5.0,4.0,4.0,0.03,28.78,29.47,0.32,57,20,3,0,14.0,18.0,120.0,74.0,9.0,False
20.0,1.0,1.0,1.0,0.14,7.19,30.26,0.08,15,0,3,0,10.0,16.0,33.0,23.0,1.0,False
34.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
15.0,2.0,1.0,2.0,0.13,7.94,23.78,0.06,11,0,2,0,11.0,12.0,22.0,17.0,3.0,False
12.0,2.0,1.0,2.0,0.16,6.3,10.81,0.02,7,0,3,0,7.0,5.0,10.0,9.0,3.0,False
17.0,3.0,1.0,2.0,0.08,12.5,20.31,0.08,8,1,5,0,12.0,12.0,27.0,25.0,5.0,False
45.0,11.0,7.0,7.0,0.03,28.8,27.05,0.26,36,1,8,0,20.0,20.0,94.0,52.0,21.0,False
46.0,5.0,1.0,5.0,0.05,20.83,29.99,0.22,32,1,7,0,15.0,18.0,75.0,51.0,9.0,False
32.0,4.0,1.0,4.0,0.08,13.29,31.01,0.13,23,2,6,0,14.0,17.0,46.0,35.0,7.0,False
30.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,8.0,False
26.0,2.0,1.0,2.0,0.1,9.69,20.96,0.07,14,4,5,0,9.0,8.0,29.0,16.0,3.0,False
28.0,2.0,1.0,2.0,0.06,16.8,18.13,0.11,20,0,6,0,12.0,12.0,45.0,27.0,3.0,False
23.0,5.0,1.0,4.0,0.06,15.42,26.5,0.14,20,1,1,0,17.0,18.0,50.0,28.0,9.0,False
7.0,3.0,3.0,2.0,0.12,8.1,9.93,0.02,5,0,0,0,9.0,5.0,14.0,9.0,5.0,False
21.0,4.0,1.0,3.0,0.12,8.64,14.09,0.04,16,0,3,0,11.0,7.0,22.0,11.0,7.0,False
41.0,4.0,1.0,4.0,0.05,21.28,36.02,0.24,32,2,3,0,17.0,25.0,90.0,61.0,7.0,False
159.0,19.0,13.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,False
10.0,2.0,1.0,1.0,0.13,8.0,13.03,0.03,7,0,1,0,12.0,6.0,17.0,8.0,3.0,False
13.0,2.0,1.0,2.0,0.12,8.25,12.05,0.04,8,0,3,0,11.0,8.0,15.0,12.0,3.0,False
19.0,4.0,1.0,2.0,0.06,17.42,15.36,0.09,16,0,1,0,19.0,12.0,35.0,23.0,7.0,False
23.0,9.0,8.0,5.0,0.05,21.18,25.75,0.17,19,0,2,0,18.0,17.0,63.0,39.0,17.0,False
28.0,5.0,1.0,2.0,0.14,7.33,37.93,0.1,24,0,0,0,12.0,18.0,33.0,25.0,6.0,False
46.0,7.0,1.0,4.0,0.07,14.62,45.27,0.22,38,0,2,0,16.0,24.0,72.0,45.0,13.0,False
4.0,1.0,1.0,1.0,0.29,3.5,6.74,0.01,2,0,0,0,5.0,2.0,8.0,4.0,1.0,False
10.0,1.0,1.0,1.0,0.34,2.92,21.35,0.02,6,0,2,0,5.0,6.0,11.0,7.0,1.0,False
30.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
10.0,2.0,1.0,1.0,0.17,5.83,15.53,0.03,6,0,2,0,10.0,6.0,15.0,7.0,3.0,False
5.0,2.0,1.0,1.0,0.29,3.5,15.86,0.02,3,0,1,0,7.0,6.0,9.0,6.0,3.0,False
47.0,10.0,3.0,9.0,0.05,21.15,27.85,0.19,33,0,7,0,19.0,21.0,61.0,48.0,19.0,False
11.0,1.0,1.0,1.0,0.13,7.5,21.9,0.05,9,0,0,0,9.0,9.0,21.0,13.0,1.0,False
26.0,2.0,1.0,2.0,0.05,18.29,28.18,0.18,21,0,3,0,17.0,21.0,57.0,43.0,3.0,False
50.0,7.0,1.0,7.0,0.03,31.06,40.88,0.43,43,0,2,0,19.0,31.0,125.0,103.0,13.0,False
31.0,5.0,1.0,4.0,0.08,12.14,27.21,0.12,25,0,4,0,20.0,21.0,46.0,26.0,8.0,False
5.0,1.0,1.0,1.0,0.25,4.0,13.18,0.02,3,0,0,0,8.0,5.0,11.0,5.0,1.0,False
5.0,1.0,1.0,1.0,0.29,3.5,15.86,0.02,3,0,0,0,5.0,6.0,7.0,8.0,1.0,False
7.0,1.0,1.0,1.0,0.27,3.75,11.38,0.01,4,0,1,0,6.0,4.0,7.0,5.0,1.0,False
21.0,5.0,1.0,4.0,0.08,13.22,25.94,0.11,16,0,4,0,14.0,15.0,47.0,25.0,9.0,False
17.0,2.0,1.0,2.0,0.1,10.0,22.3,0.07,11,0,2,0,12.0,11.0,30.0,21.0,3.0,False
23.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
27.0,5.0,1.0,1.0,0.1,9.9,26.7,0.09,17,2,5,0,9.0,15.0,33.0,27.0,9.0,False
5.0,1.0,1.0,1.0,0.19,5.25,8.96,0.01,3,0,0,0,7.0,2.0,8.0,4.0,1.0,False
16.0,3.0,1.0,2.0,0.11,9.0,21.3,0.06,12,0,2,0,12.0,12.0,26.0,18.0,5.0,False
12.0,2.0,1.0,2.0,0.15,6.75,23.17,0.05,9,0,1,0,11.0,10.0,26.0,10.0,3.0,False
16.0,1.0,1.0,1.0,0.12,8.25,18.69,0.04,11,0,3,0,11.0,8.0,20.0,12.0,1.0,False
6.0,1.0,1.0,1.0,0.07,15.0,4.14,0.02,4,0,0,1,5.0,1.0,12.0,5.0,1.0,False
20.0,3.0,3.0,1.0,0.1,10.0,15.85,0.06,19,0,1,0,10.0,8.0,22.0,16.0,5.0,False
24.0,1.0,1.0,1.0,0.12,8.59,46.08,0.14,17,0,5,0,9.0,16.0,53.0,37.0,1.0,False
8.0,1.0,1.0,1.0,0.42,2.36,27.24,0.03,6,0,0,0,4.0,11.0,13.0,13.0,1.0,False
39.0,6.0,1.0,4.0,0.06,17.22,32.36,0.19,31,1,5,0,17.0,23.0,64.0,44.0,11.0,False
34.0,10.0,6.0,5.0,0.03,29.57,19.36,0.19,28,2,2,0,22.0,14.0,66.0,39.0,19.0,False
6.0,1.0,1.0,1.0,0.19,5.25,6.04,0.01,3,0,1,0,7.0,2.0,6.0,3.0,1.0,False
20.0,3.0,1.0,3.0,0.1,9.82,23.38,0.08,17,0,1,0,12.0,11.0,30.0,18.0,5.0,False
26.0,4.0,1.0,4.0,0.07,14.71,34.68,0.16,22,0,3,0,13.0,19.0,53.0,40.0,7.0,False
32.0,4.0,1.0,2.0,0.07,13.56,40.7,0.18,24,0,4,0,15.0,26.0,59.0,47.0,7.0,False
15.0,2.0,1.0,2.0,0.13,8.0,15.12,0.04,12,0,1,0,10.0,6.0,19.0,12.0,3.0,False
21.0,3.0,1.0,3.0,0.1,9.78,19.76,0.06,14,1,3,0,11.0,9.0,26.0,16.0,5.0,False
28.0,14.0,11.0,1.0,0.08,13.09,27.17,0.13,16,1,9,0,10.0,11.0,53.0,27.0,27.0,False
30.0,3.0,1.0,2.0,0.05,21.92,21.08,0.17,21,0,5,0,13.0,12.0,67.0,43.0,5.0,False
33.0,4.0,1.0,3.0,0.06,17.61,23.67,0.13,24,3,4,0,17.0,14.0,54.0,29.0,7.0,False
36.0,4.0,3.0,2.0,0.08,12.88,34.25,0.14,25,2,2,2,16.0,21.0,50.0,35.0,7.0,False
16.0,5.0,1.0,4.0,0.09,11.54,20.54,0.08,13,0,1,0,15.0,13.0,33.0,20.0,9.0,False
22.0,3.0,1.0,3.0,0.12,8.25,22.92,0.06,16,0,3,0,11.0,10.0,25.0,15.0,5.0,False
26.0,7.0,4.0,1.0,0.04,22.75,13.51,0.1,17,2,3,0,14.0,8.0,34.0,32.0,13.0,False
54.0,11.0,1.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
16.0,4.0,3.0,2.0,0.09,11.0,17.16,0.07,11,0,3,0,11.0,9.0,28.0,18.0,7.0,False
5.0,1.0,1.0,1.0,0.28,3.5,15.19,0.02,3,0,0,0,6.0,8.0,9.0,7.0,1.0,False
88.0,17.0,1.0,12.0,0.03,31.94,54.48,0.52,61,1,2,2,31.0,49.0,144.0,118.0,28.0,False
15.0,1.0,1.0,1.0,0.17,6.0,19.46,0.04,9,0,2,1,8.0,8.0,15.0,12.0,1.0,False
10.0,2.0,1.0,2.0,0.27,3.67,11.52,0.01,4,2,1,0,6.0,4.0,10.0,5.0,3.0,False
10.0,2.0,1.0,2.0,0.19,5.25,14.88,0.03,5,0,2,0,9.0,6.0,10.0,7.0,3.0,False
25.0,4.0,1.0,3.0,0.06,15.6,25.78,0.13,17,2,3,0,16.0,15.0,45.0,34.0,7.0,False
26.0,5.0,5.0,4.0,0.11,9.5,29.44,0.09,21,0,2,0,16.0,16.0,37.0,19.0,9.0,False
12.0,2.0,1.0,2.0,0.16,6.32,19.65,0.04,8,0,2,0,10.0,7.0,18.0,11.0,3.0,False
35.0,10.0,5.0,1.0,0.06,15.68,26.5,0.13,28,0,3,0,18.0,23.0,77.0,34.0,19.0,False
11.0,1.0,1.0,1.0,0.12,8.13,19.11,0.06,7,0,2,0,10.0,10.0,22.0,17.0,1.0,False
16.0,2.0,1.0,2.0,0.21,4.73,38.69,0.06,11,0,3,0,7.0,14.0,20.0,17.0,3.0,False
29.0,5.0,1.0,5.0,0.06,16.0,27.43,0.15,26,0,1,0,12.0,18.0,50.0,44.0,9.0,False
74.0,13.0,3.0,8.0,0.03,35.63,37.45,0.39,48,14,17,0,21.0,28.0,118.0,87.0,25.0,False
9.0,1.0,1.0,1.0,0.24,4.13,45.85,0.06,7,0,0,0,7.0,16.0,24.0,19.0,1.0,False
13.0,2.0,1.0,2.0,0.14,7.0,16.29,0.04,8,0,1,0,7.0,7.0,19.0,12.0,3.0,False
15.0,4.0,1.0,4.0,0.12,8.18,28.52,0.08,11,0,2,0,12.0,14.0,32.0,20.0,7.0,False
22.0,5.0,1.0,2.0,0.12,8.57,46.28,0.14,17,0,1,0,9.0,21.0,46.0,40.0,9.0,False
25.0,4.0,4.0,3.0,0.06,17.0,20.01,0.12,18,0,4,0,11.0,10.0,42.0,32.0,7.0,False
4.0,1.0,1.0,1.0,0.29,3.5,10.44,0.01,2,0,0,0,6.0,3.0,8.0,5.0,1.0,False
16.0,2.0,1.0,2.0,0.11,9.35,19.11,0.06,13,0,1,0,11.0,10.0,24.0,19.0,3.0,False
53.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
36.0,6.0,1.0,3.0,0.11,9.23,50.71,0.18,26,2,8,0,10.0,26.0,61.0,42.0,11.0,False
17.0,2.0,1.0,1.0,0.08,12.07,12.89,0.05,12,0,5,0,13.0,6.0,27.0,11.0,3.0,False
7.0,2.0,1.0,1.0,0.25,4.0,10.04,0.01,5,0,0,0,6.0,3.0,9.0,4.0,3.0,False
11.0,2.0,1.0,1.0,0.17,5.85,20.83,0.04,8,0,1,0,9.0,10.0,16.0,14.0,3.0,False
26.0,2.0,1.0,1.0,0.1,9.9,37.98,0.13,17,2,5,0,11.0,15.0,54.0,28.0,3.0,False
114.0,12.0,5.0,10.0,0.04,27.5,73.52,0.61,79,6,15,9,23.0,46.0,188.0,133.0,23.0,False
18.0,2.0,1.0,2.0,0.11,8.71,23.38,0.07,9,4,2,0,11.0,12.0,26.0,19.0,3.0,False
11.0,3.0,1.0,2.0,0.15,6.67,14.89,0.03,9,0,0,0,10.0,6.0,14.0,8.0,5.0,False
10.0,2.0,1.0,2.0,0.27,3.67,22.38,0.03,7,0,1,0,6.0,9.0,10.0,11.0,3.0,False
6.0,1.0,1.0,1.0,0.24,4.2,12.8,0.02,3,0,1,0,7.0,5.0,9.0,5.0,1.0,False
33.0,3.0,3.0,2.0,0.1,10.5,54.12,0.18,21,1,6,0,14.0,26.0,60.0,42.0,5.0,False
24.0,3.0,1.0,3.0,0.09,11.36,34.71,0.14,18,0,4,0,17.0,21.0,47.0,26.0,5.0,False
18.0,2.0,1.0,2.0,0.14,7.25,36.12,0.09,13,2,1,0,9.0,14.0,31.0,23.0,3.0,False
22.0,2.0,1.0,2.0,0.09,11.11,33.02,0.13,17,1,3,0,13.0,18.0,43.0,34.0,3.0,False
21.0,3.0,1.0,3.0,0.07,13.71,27.14,0.13,18,0,1,0,13.0,14.0,48.0,36.0,5.0,False
8.0,2.0,1.0,1.0,0.2,5.0,13.09,0.02,4,0,2,0,7.0,7.0,10.0,9.0,3.0,False
29.0,4.0,4.0,3.0,0.08,12.32,35.21,0.16,21,2,2,2,12.0,18.0,45.0,38.0,7.0,False
9.0,2.0,1.0,1.0,0.16,6.13,8.3,0.02,6,0,1,0,7.0,4.0,11.0,8.0,3.0,False
11.0,2.0,1.0,1.0,0.12,8.25,13.94,0.04,8,0,1,0,9.0,6.0,17.0,11.0,3.0,False
13.0,3.0,1.0,1.0,0.14,7.0,20.83,0.05,10,0,1,0,10.0,10.0,20.0,13.0,5.0,False
